review_id,review_text,star_rating,sentiment_label
REV-01223,Support answered eventually and the product is okay.,3,neutral
REV-01224,The automation feature keeps failing and support has been slow.,1,negative
REV-01225,The reporting tool is reliable and the team responds quickly.,4,positive
REV-01226,Support answered eventually and the product is okay.,3,neutral
REV-01227,Support answered eventually and the product is okay.,3,neutral
REV-01228,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01229,Great experience with fast fixes and clear communication. We love the customer portal; it saves time every week.,4,positive
REV-01230,The billing flow is reliable and the team responds quickly.,5,positive
REV-01231,Critical bugs blocked our workflow for several days. The product is frustrating and our team may cancel soon.,2,negative
REV-01232,"Excellent analytics module, smooth onboarding, and helpful support.",5,positive
REV-01233,"The analytics module is usable, though reporting could improve.",3,neutral
REV-01234,Poor experience with confusing billing and missing features.,1,negative
REV-01235,"Average experience overall, with a few helpful features.",3,neutral
REV-01236,Support answered eventually and the product is okay.,3,neutral
REV-01237,"The billing flow works, but some workflows still feel slow.",3,neutral
REV-01238,"The product feels stable, useful, and worth the price.",5,positive
REV-01239,We love the customer portal; it saves time every week.,4,positive
REV-01240,"Excellent reporting tool, smooth onboarding, and helpful support.",5,positive
REV-01241,The integration is reliable and the team responds quickly.,5,positive
REV-01242,Critical bugs blocked our workflow for several days. The dashboard keeps failing and support has been slow.,2,negative
REV-01243,"Average experience overall, with a few helpful features. The reporting tool works, but some workflows still feel slow.",3,neutral
REV-01244,The product is frustrating and our team may cancel soon.,1,negative
REV-01245,"Support answered eventually and the product is okay. Average experience overall, with a few helpful features.",3,neutral
REV-01246,"Excellent reporting tool, smooth onboarding, and helpful support.",5,positive
REV-01247,"The automation feature works, but some workflows still feel slow.",3,neutral
REV-01248,We love the integration; it saves time every week.,5,positive
REV-01249,"Nothing major went wrong, but nothing stood out either. Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01250,Critical bugs blocked our workflow for several days. The billing flow keeps failing and support has been slow.,2,negative
REV-01251,The product is frustrating and our team may cancel soon. The product is frustrating and our team may cancel soon.,1,negative
REV-01252,The product is frustrating and our team may cancel soon.,1,negative
REV-01253,"Excellent integration, smooth onboarding, and helpful support. Excellent billing flow, smooth onboarding, and helpful support.",5,positive
REV-01254,"Average experience overall, with a few helpful features.",3,neutral
REV-01255,"We love the customer portal; it saves time every week. Excellent dashboard, smooth onboarding, and helpful support.",4,positive
REV-01256,We love the automation feature; it saves time every week.,4,positive
REV-01257,"The product feels stable, useful, and worth the price.",4,positive
REV-01258,"Average experience overall, with a few helpful features.",3,neutral
REV-01259,The customer portal keeps failing and support has been slow.,1,negative
REV-01260,Great experience with fast fixes and clear communication.,5,positive
REV-01261,"The reporting tool is reliable and the team responds quickly. Excellent analytics module, smooth onboarding, and helpful support.",4,positive
REV-01262,We love the reporting tool; it saves time every week. Great experience with fast fixes and clear communication.,5,positive
REV-01263,"The integration is usable, though reporting could improve. Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01264,The billing flow keeps failing and support has been slow.,1,negative
REV-01265,The analytics module keeps failing and support has been slow.,2,negative
REV-01266,"Excellent automation feature, smooth onboarding, and helpful support.",4,positive
REV-01267,Support answered eventually and the product is okay.,3,neutral
REV-01268,"The customer portal works, but some workflows still feel slow.",3,neutral
REV-01269,The product is frustrating and our team may cancel soon. Poor experience with confusing billing and missing features.,2,negative
REV-01270,The integration keeps failing and support has been slow.,1,negative
REV-01271,"The product feels stable, useful, and worth the price.",5,positive
REV-01272,Critical bugs blocked our workflow for several days.,1,negative
REV-01273,Great experience with fast fixes and clear communication.,4,positive
REV-01274,"Support answered eventually and the product is okay. Average experience overall, with a few helpful features.",3,neutral
REV-01275,"The product feels stable, useful, and worth the price.",4,positive
REV-01276,"The customer portal is usable, though reporting could improve.",3,neutral
REV-01277,"The dashboard works, but some workflows still feel slow.",3,neutral
REV-01278,Great experience with fast fixes and clear communication.,4,positive
REV-01279,Critical bugs blocked our workflow for several days.,1,negative
REV-01280,We love the customer portal; it saves time every week. We love the billing flow; it saves time every week.,5,positive
REV-01281,"The product feels stable, useful, and worth the price. We love the customer portal; it saves time every week.",5,positive
REV-01282,"The product feels stable, useful, and worth the price.",4,positive
REV-01283,"The integration is usable, though reporting could improve.",3,neutral
REV-01284,We love the reporting tool; it saves time every week. Great experience with fast fixes and clear communication.,5,positive
REV-01285,"The customer portal works, but some workflows still feel slow.",3,neutral
REV-01286,Support answered eventually and the product is okay.,3,neutral
REV-01287,"Support answered eventually and the product is okay. The integration is usable, though reporting could improve.",3,neutral
REV-01288,"The analytics module is usable, though reporting could improve.",3,neutral
